Year,Category,Latitude,Longitude,Highest Wind Speed
1949,TS,20.2N,106.3W,45
1949,TS,20.2N,106.4W,45
1949,TS,20.2N,106.7W,45
1949,TS,20.3N,107.7W,45
1949,TS,20.4N,108.6W,45
1949,TS,20.5N,109.4W,45
1949,TS,20.6N,110.2W,45
1949,TS,14.1N,107.0W,45
1949,TS,14.6N,107.7W,45
1949,TS,15.0N,108.4W,45
1949,TS,15.4N,109.2W,45
1949,TS,15.7N,110.0W,45
1949,TS,16.0N,110.8W,45
1949,TS,16.3N,111.6W,45
1949,TS,16.7N,112.3W,45
1949,TS,17.1N,112.9W,45
1949,TS,17.5N,113.5W,45
1949,TS,18.0N,114.1W,45
1949,TS,18.4N,114.6W,45
1949,TS,18.9N,115.1W,45
1949,TS,19.4N,115.6W,45
1949,TS,19.9N,116.0W,45
1949,TS,20.4N,116.4W,45
1949,TS,21.0N,116.7W,45
1949,TS,21.5N,117.1W,45
1949,TS,22.0N,117.5W,45
1949,TS,22.5N,117.8W,45
1949,TS,23.1N,118.0W,45
1949,TS,23.9N,118.0W,45
1949,TS,24.7N,117.7W,45
1949,TS,25.4N,117.4W,45
1949,TS,26.0N,117.0W,45
1949,TS,17.3N,106.3W,45
1949,TS,17.6N,106.6W,45
1949,TS,17.9N,106.8W,45
1949,TS,18.4N,106.8W,45
1949,TS,18.8N,106.9W,45
1949,TS,18.9N,106.9W,45
1949,TS,19.0N,107.0W,45
1949,TS,19.0N,107.1W,45
1949,TS,19.1N,107.2W,45
1949,TS,19.6N,107.9W,45
1949,TS,20.2N,108.8W,45
1949,TS,20.7N,109.4W,45
1949,TS,21.2N,110.0W,45
1949,TS,22.0N,110.8W,45
1949,TS,22.9N,111.7W,45
1949,TS,23.8N,112.8W,45
1949,TS,24.8N,113.8W,45
1949,TS,25.5N,114.5W,45
1949,TS,26.2N,115.2W,45
1949,TS,27.6N,115.9W,45
1949,TS,28.6N,116.4W,45
1949,TS,28.4N,116.4W,45
1949,TS,28.2N,116.4W,45
1949,TS,28.1N,116.4W,45
1949,TS,28.0N,116.5W,45
1949,Category 1,19.3N,108.6W,75
1949,Category 1,20.2N,109.4W,75
1949,Category 1,21.2N,110.2W,75
1949,Category 1,21.8N,110.6W,75
1949,Category 1,22.5N,110.9W,75
1949,Category 1,23.2N,111.0W,75
1949,Category 1,23.9N,111.0W,75
1949,Category 1,24.3N,111.0W,75
1949,Category 1,24.5N,110.9W,75
1949,TS,15.4N,101.3W,45
1949,TS,15.8N,102.8W,45
1949,TS,16.5N,103.9W,45
1949,TS,17.7N,104.6W,45
1949,TS,18.7N,105.4W,45
1949,TS,19.0N,106.1W,45
1949,TS,19.3N,106.7W,45
1949,TS,19.7N,107.3W,45
1949,TS,20.1N,107.9W,45
1949,TD,16.1N,107.4W,25
1949,TS,17.0N,107.2W,45
1949,Category 1,17.9N,107.3W,75
1949,Category 1,18.6N,107.9W,75
1949,TS,18.8N,108.8W,45
1949,TS,18.2N,110.1W,45
1949,TD,16.7N,111.6W,25
1950,Category 1,14.1N,98.2W,75
1950,Category 1,14.2N,98.5W,75
1950,Category 1,14.4N,98.9W,75
1950,Category 1,14.8N,99.5W,75
1950,Category 1,15.2N,99.9W,75
1950,Category 1,15.4N,100.0W,75
1950,Category 1,15.6N,100.1W,75
1950,Category 1,15.9N,100.2W,75
1950,Category 1,16.1N,100.3W,75
1950,Category 1,16.1N,100.6W,75
1950,Category 1,16.2N,101.1W,75
1950,Category 1,16.4N,101.6W,75
1950,Category 1,16.6N,102.1W,75
1950,Category 1,16.8N,102.8W,75
1950,Category 1,17.0N,103.6W,75
1950,Category 1,17.4N,105.0W,75
1950,Category 1,18.1N,106.0W,75
1950,Category 1,19.0N,106.0W,75
1950,Category 1,20.0N,106.0W,75
1950,Category 1,20.8N,106.0W,75
1950,Category 1,21.5N,106.0W,75
1950,Category 1,18.4N,105.9W,75
1950,Category 1,19.0N,106.3W,75
1950,Category 1,19.5N,106.7W,75
1950,Category 1,20.2N,107.2W,75
1950,Category 1,20.7N,107.8W,75
1950,Category 1,21.0N,108.4W,75
1950,Category 1,21.1N,109.0W,75
1950,Category 1,21.2N,109.7W,75
1950,Category 1,21.4N,110.4W,75
1950,Category 1,21.8N,111.2W,75
1950,Category 1,22.3N,112.0W,75
1950,Category 1,22.8N,112.8W,75
1950,Category 1,23.3N,113.6W,75
1950,Category 1,16.1N,108.0W,75
1950,Category 1,16.4N,108.4W,75
1950,Category 1,16.7N,108.9W,75
1950,Category 1,17.1N,109.7W,75
1950,Category 1,17.5N,110.5W,75
1950,Category 1,17.8N,111.2W,75
1950,Category 1,18.0N,112.0W,75
1950,Category 1,18.3N,113.0W,75
1950,Category 1,18.6N,114.0W,75
1950,Category 1,18.7N,114.9W,75
1950,Category 1,18.6N,115.9W,75
1950,Category 1,18.4N,117.0W,75
1950,Category 1,18.1N,118.0W,75
1950,TD,14.5N,144.5W,25
1950,TD,14.9N,144.8W,25
1950,TD,15.2N,145.2W,25
1950,TD,15.5N,145.6W,25
1950,TD,15.7N,145.8W,25
1950,TS,15.9N,146.3W,45
1950,TS,16.3N,146.9W,45
1950,TS,16.6N,147.6W,45
1950,TS,16.8N,148.1W,45
1950,TS,17.5N,149.1W,45
1950,TS,18.3N,150.1W,45
1950,TS,19.3N,151.3W,45
1950,TS,20.1N,152.4W,45
1950,TS,20.7N,153.4W,45
1950,TS,21.4N,154.4W,45
1950,TS,22.3N,155.6W,45
1950,Category 1,23.0N,156.6W,75
1950,Category 1,23.7N,157.5W,75
1950,Category 1,24.3N,158.4W,75
1950,Category 1,24.7N,159.6W,75
1950,Category 1,24.7N,160.8W,75
1950,Category 1,24.5N,161.6W,75
1950,Category 1,24.0N,162.4W,75
1950,Category 1,23.6N,163.1W,75
1950,Category 1,23.3N,163.8W,75
1950,Category 1,22.8N,164.7W,75
1950,Category 1,22.6N,165.6W,75
1950,Category 1,22.5N,166.5W,75
1950,Category 1,22.5N,167.4W,75
1950,Category 1,22.6N,168.7W,75
1950,Category 1,22.7N,169.7W,75
1950,TS,23.2N,170.4W,45
1950,TS,23.6N,171.5W,45
1950,TS,24.1N,172.4W,45
1950,TS,24.7N,173.7W,45
1950,TS,25.3N,174.3W,45
1950,TS,26.0N,175.7W,45
1950,TS,26.7N,176.9W,45
1950,TD,27.4N,178.0W,25
1950,TS,17.5N,116.8W,45
1950,TS,17.7N,116.8W,45
1950,TD,18.0N,117.1W,25
1950,TD,18.4N,117.7W,25
1950,TD,18.8N,118.7W,25
1950,Category 1,17.3N,131.5W,75
1950,Category 1,17.7N,132.4W,75
1950,Category 1,17.9N,133.2W,75
1950,Category 1,17.9N,133.8W,75
1950,Category 1,18.0N,134.4W,75
1950,Category 1,18.1N,135.1W,75
1950,Category 1,18.3N,135.8W,75
1950,Category 1,18.5N,136.4W,75
1950,Category 1,18.6N,137.0W,75
1950,Category 1,18.7N,137.5W,75
1950,Category 1,18.8N,138.1W,75
1950,Category 1,18.9N,138.8W,75
1950,Category 1,19.0N,139.6W,75
1950,Category 1,19.1N,140.3W,75
1950,Category 1,19.3N,141.1W,75
1950,Category 1,19.5N,142.0W,75
1950,Category 1,19.7N,143.0W,75
1950,Category 1,14.0N,108.7W,75
1950,Category 1,14.7N,109.0W,75
1950,Category 1,15.2N,109.4W,75
1950,Category 1,15.4N,109.7W,75
1950,Category 1,15.6N,110.0W,75
1950,Category 1,15.9N,110.4W,75
1950,Category 1,16.2N,110.9W,75
1950,Category 1,16.5N,111.4W,75
1950,Category 1,16.9N,111.9W,75
1951,TS,11.0N,104.4W,45
1951,TS,11.5N,104.3W,45
1951,TS,12.1N,104.1W,45
1951,TS,12.8N,103.9W,45
1951,TS,13.6N,103.8W,45
1951,TS,14.3N,103.6W,45
1951,TS,15.0N,103.3W,45
1951,TS,15.5N,103.1W,45
1951,TS,15.9N,103.0W,45
1951,TS,16.4N,102.9W,45
1951,TS,16.9N,102.8W,45
1951,TS,17.4N,102.6W,45
1951,TS,17.8N,102.4W,45
1951,TS,18.1N,102.0W,45
1951,TS,18.3N,101.4W,45
1951,Category 1,13.8N,95.7W,75
1951,Category 1,14.7N,97.4W,75
1951,Category 1,15.6N,98.8W,75
1951,Category 1,16.7N,99.9W,75
1951,Category 1,17.8N,100.5W,75
1951,TS,16.7N,100.8W,45
1951,TS,16.9N,101.5W,45
1951,TS,17.0N,102.2W,45
1951,TS,17.1N,103.0W,45
1951,TS,17.2N,103.8W,45
1951,TS,16.7N,104.1W,45
1951,TS,17.2N,105.0W,45
1951,TS,17.8N,105.8W,45
1951,TS,18.4N,106.4W,45
1951,TS,19.0N,106.9W,45
1951,TS,10.6N,94.5W,45
1951,TS,11.0N,95.4W,45
1951,TS,11.5N,96.2W,45
1951,TS,11.9N,96.9W,45
1951,TS,12.3N,97.7W,45
1951,TS,12.5N,98.7W,45
1951,TS,12.7N,100.1W,45
1951,TS,12.9N,101.9W,45
1951,TS,13.4N,103.8W,45
1951,TS,14.2N,105.6W,45
1951,TS,15.1N,107.3W,45
1951,TS,16.0N,108.8W,45
1951,TS,16.9N,110.2W,45
1951,TS,17.3N,111.2W,45
1951,TS,17.5N,112.2W,45
1951,TS,17.5N,113.8W,45
1951,TS,17.5N,115.3W,45
1951,TS,17.7N,116.6W,45
1951,TS,18.0N,117.8W,45
1951,TS,18.2N,118.7W,45
1951,TS,18.4N,119.7W,45
1951,TS,18.6N,121.0W,45
1951,TS,18.8N,122.3W,45
1951,TS,19.1N,123.5W,45
1951,TS,19.4N,124.8W,45
1951,TS,19.5N,125.8W,45
1951,TS,19.6N,126.8W,45
1951,TS,19.7N,127.9W,45
1951,TS,19.7N,129.0W,45
1951,TS,15.6N,101.0W,45
1951,TS,16.6N,103.4W,45
1951,TS,17.4N,105.1W,45
1951,TS,17.9N,106.2W,45
1951,TS,18.5N,107.3W,45
1951,TS,19.2N,108.5W,45
1951,TS,20.0N,109.7W,45
1951,TS,20.8N,110.9W,45
1951,TS,21.6N,112.0W,45
1951,TS,22.1N,113.6W,45
1951,TS,22.5N,115.1W,45
1951,TS,23.3N,115.6W,45
1951,TS,24.3N,115.8W,45
1951,TS,25.6N,115.9W,45
1951,TS,26.9N,116.0W,45
1951,TS,27.9N,116.0W,45
1951,TS,28.8N,116.0W,45
1951,TS,29.9N,115.8W,45
1951,TS,31.0N,115.5W,45
1951,TD,31.7N,115.3W,25
1951,TD,31.9N,115.2W,25
1951,TS,17.1N,105.6W,45
1951,TS,17.9N,105.6W,45
1951,TS,18.6N,105.7W,45
1951,TS,19.2N,105.7W,45
1951,TS,19.8N,105.8W,45
1951,TS,20.4N,106.2W,45
1951,TS,20.9N,106.7W,45
1951,TS,21.2N,106.9W,45
1951,TS,21.4N,107.2W,45
1951,TS,21.6N,107.5W,45
1951,TS,21.8N,107.8W,45
1951,TS,21.9N,108.1W,45
1951,TS,21.9N,108.4W,45
1951,TS,21.8N,108.8W,45
1951,TS,21.7N,109.4W,45
1951,TS,21.7N,110.2W,45
1951,TS,21.9N,110.9W,45
1951,Category 1,13.4N,100.7W,75
1951,Category 1,13.5N,101.7W,75
1951,Category 1,13.8N,102.6W,75
1951,Category 1,14.3N,103.3W,75
1951,Category 1,14.8N,104.0W,75
1951,Category 1,15.2N,105.0W,75
1951,Category 1,15.5N,106.1W,75
1951,Category 1,15.7N,107.1W,75
1951,Category 1,16.0N,108.0W,75
1951,Category 1,16.3N,109.1W,75
1951,Category 1,16.7N,110.2W,75
1951,Category 1,17.2N,111.5W,75
1951,Category 1,17.8N,112.8W,75
1951,Category 1,18.2N,113.5W,75
1951,Category 1,18.6N,114.1W,75
1951,Category 1,19.0N,114.8W,75
1951,Category 1,19.4N,115.6W,75
1951,Category 1,19.6N,116.4W,75
1951,Category 1,19.7N,117.3W,75
1951,Category 1,19.8N,118.5W,75
1951,Category 1,19.9N,119.9W,75
1951,TS,14.0N,104.0W,45
1951,TS,14.5N,105.0W,45
1951,TS,15.1N,105.9W,45
1951,TS,15.9N,106.7W,45
1951,TS,16.7N,107.2W,45
1951,TS,17.3N,107.6W,45
1951,TS,17.9N,107.9W,45
1951,TS,18.7N,108.2W,45
1951,TS,19.6N,108.5W,45
1951,TS,20.9N,108.8W,45
1951,TS,22.2N,108.9W,45
1951,TS,23.1N,108.9W,45
1951,TS,24.0N,108.9W,45
1952,TS,12.9N,112.7W,45
1952,TS,13.5N,112.2W,45
1952,TS,14.1N,111.7W,45
1952,TS,14.8N,111.2W,45
1952,TS,15.4N,110.7W,45
1952,TS,16.0N,110.1W,45
1952,TS,16.6N,109.4W,45
1952,TS,17.1N,108.8W,45
1952,TS,17.5N,108.1W,45
1952,TS,14.6N,99.3W,45
1952,TS,14.8N,100.0W,45
1952,TS,15.1N,100.7W,45
1952,TS,15.6N,101.3W,45
1952,TS,16.1N,101.9W,45
1952,TS,16.3N,102.7W,45
1952,TS,16.5N,103.6W,45
1952,TS,16.8N,104.2W,45
1952,TS,17.1N,104.8W,45
1952,TS,17.3N,105.7W,45
1952,TS,17.4N,106.6W,45
1952,TS,17.5N,107.3W,45
1952,TS,17.7N,107.7W,45
1952,TS,18.0N,107.9W,45
1952,TS,18.3N,108.0W,45
1952,TS,18.6N,108.0W,45
1952,TS,19.0N,108.0W,45
1952,TS,19.5N,108.7W,45
1952,TS,20.2N,109.6W,45
1952,TS,20.7N,110.5W,45
1952,TS,21.1N,111.3W,45
1952,TS,21.4N,112.1W,45
1952,TS,21.7N,112.9W,45
1952,TS,22.0N,113.6W,45
1952,TS,22.4N,114.4W,45
1952,TS,22.8N,115.1W,45
1952,Category 1,16.5N,115.0W,75
1952,Category 1,16.8N,115.4W,75
1952,Category 1,17.0N,115.8W,75
1952,Category 1,17.1N,116.3W,75
1952,Category 1,17.1N,116.8W,75
1952,Category 1,17.2N,117.7W,75
1952,Category 1,17.4N,118.6W,75
1952,Category 1,17.6N,119.2W,75
1952,Category 1,17.8N,119.8W,75
1952,Category 1,18.2N,121.0W,75
1952,Category 1,18.6N,122.2W,75
1952,Category 1,19.2N,123.6W,75
1952,Category 1,20.0N,125.0W,75
1952,Category 1,17.6N,108.1W,75
1952,Category 1,18.5N,109.3W,75
1952,Category 1,19.2N,110.2W,75
1952,Category 1,19.8N,110.9W,75
1952,Category 1,20.4N,111.5W,75
1952,Category 1,21.0N,111.9W,75
1952,Category 1,21.5N,112.3W,75
1952,Category 1,21.8N,112.9W,75
1952,Category 1,22.0N,113.6W,75
1952,Category 1,22.2N,114.2W,75
1952,Category 1,22.5N,114.8W,75
1952,Category 1,22.7N,115.5W,75
1952,Category 1,23.0N,116.3W,75
1952,Category 1,23.2N,116.9W,75
1952,Category 1,23.5N,117.6W,75
1952,Category 1,23.8N,118.3W,75
1952,Category 1,24.0N,118.9W,75
1952,Category 1,24.4N,119.4W,75
1952,Category 1,24.8N,119.9W,75
1952,Category 1,25.2N,120.4W,75
1952,Category 1,25.5N,120.9W,75
1952,TS,25.8N,121.2W,45
1952,TS,26.0N,121.5W,45
1952,TS,26.8N,122.4W,45
1952,TS,27.5N,123.4W,45
1952,TS,27.7N,124.2W,45
1952,TS,27.8N,125.0W,45
1952,TS,27.9N,125.8W,45
1952,TS,28.0N,126.5W,45
1952,TS,18.1N,107.9W,45
1952,TS,18.1N,108.7W,45
1952,TS,18.1N,109.3W,45
1952,TS,18.2N,109.7W,45
1952,TS,18.4N,110.0W,45
1952,TS,18.7N,110.5W,45
1952,TS,19.0N,111.0W,45
1952,TS,19.4N,111.5W,45
1952,TS,19.8N,111.9W,45
1952,Category 1,17.4N,121.1W,75
1952,Category 1,17.4N,122.0W,75
1952,Category 1,17.4N,122.9W,75
1952,Category 1,17.5N,124.0W,75
1952,Category 1,17.6N,125.0W,75
1952,Category 1,17.7N,125.6W,75
1952,Category 1,17.8N,126.3W,75
1952,Category 1,17.9N,127.1W,75
1952,Category 1,18.0N,127.9W,75
1953,TS,19.1N,109.4W,45
1953,TS,19.6N,110.1W,45
1953,TS,20.3N,110.7W,45
1953,TS,21.1N,111.2W,45
1953,TS,21.9N,111.7W,45
1953,TS,22.5N,112.2W,45
1953,TS,23.1N,112.6W,45
1953,TS,23.7N,112.9W,45
1953,TS,24.4N,113.0W,45
1953,TS,17.8N,122.5W,45
1953,TS,18.7N,123.8W,45
1953,TS,19.5N,124.7W,45
1953,TS,20.2N,125.2W,45
1953,TS,20.7N,125.3W,45
1953,Category 1,17.9N,108.1W,75
1953,Category 1,18.5N,108.6W,75
1953,Category 1,19.2N,108.9W,75
1953,Category 1,19.5N,108.9W,75
1953,Category 1,19.8N,108.9W,75
1953,Category 1,20.3N,108.8W,75
1953,Category 1,20.7N,108.7W,75
1953,Category 1,21.1N,108.4W,75
1953,Category 1,21.6N,108.2W,75
1953,Category 1,21.9N,108.1W,75
1953,Category 1,22.3N,108.1W,75
1953,Category 1,22.8N,108.1W,75
1953,Category 1,23.3N,108.2W,75
1953,Category 1,13.9N,101.7W,75
1953,Category 1,14.5N,102.0W,75
1953,Category 1,15.0N,102.4W,75
1953,Category 1,15.7N,103.0W,75
1953,Category 1,16.3N,103.7W,75
1953,Category 1,17.0N,104.5W,75
1953,Category 1,17.7N,105.2W,75
1953,Category 1,18.3N,105.6W,75
1953,Category 1,18.9N,106.1W,75
1953,Category 1,19.3N,106.9W,75
1953,Category 1,19.5N,107.8W,75
1953,Category 1,19.6N,108.7W,75
1953,Category 1,19.8N,109.6W,75
1953,Category 1,19.9N,110.4W,75
1953,Category 1,20.1N,111.2W,75
1953,Category 1,20.2N,111.7W,75
1953,Category 1,20.3N,112.2W,75
1953,Category 1,20.4N,112.6W,75
1953,Category 1,20.5N,113.0W,75
1953,Category 1,20.4N,113.4W,75
1953,Category 1,20.3N,113.8W,75
1953,Category 1,20.2N,114.3W,75
1953,Category 1,20.1N,114.7W,75
1953,Category 1,20.0N,115.2W,75
1953,Category 1,19.8N,115.7W,75
1954,TS,13.0N,93.2W,45
1954,TS,13.5N,94.1W,45
1954,TS,14.0N,94.7W,45
1954,TS,14.4N,95.2W,45
1954,TS,14.7N,95.6W,45
1954,TS,14.9N,96.0W,45
1954,TS,15.1N,96.4W,45
1954,TS,15.3N,96.8W,45
1954,TS,15.5N,97.3W,45
1954,TS,15.6N,97.9W,45
1954,TS,15.7N,98.5W,45
1954,TS,15.8N,99.3W,45
1954,TS,16.0N,100.0W,45
1954,TS,16.1N,100.5W,45
1954,TS,16.3N,101.0W,45
1954,TS,16.4N,101.5W,45
1954,TS,16.5N,102.0W,45
1954,TS,16.8N,102.2W,45
1954,TS,17.2N,102.2W,45
1954,TS,15.1N,105.2W,45
1954,TS,15.7N,106.0W,45
1954,TS,16.4N,106.8W,45
1954,TS,16.8N,107.3W,45
1954,TS,17.3N,107.9W,45
1954,TS,18.0N,109.0W,45
1954,TS,18.2N,110.2W,45
1954,TS,18.2N,111.5W,45
1954,TS,18.1N,112.8W,45
1954,TS,18.1N,113.9W,45
1954,TS,18.0N,115.0W,45
1954,TS,18.0N,115.7W,45
1954,TS,17.9N,116.4W,45
1954,TS,17.8N,116.8W,45
1954,TS,17.6N,117.3W,45
1954,TS,17.3N,117.8W,45
1954,TS,16.9N,118.3W,45
1954,TS,16.7N,119.0W,45
1954,TS,16.4N,119.6W,45
1954,TS,16.1N,120.2W,45
1954,TS,15.7N,120.7W,45
1954,TS,15.4N,121.2W,45
1954,TS,15.1N,121.7W,45
1954,TS,14.9N,122.0W,45
1954,TS,14.7N,122.3W,45
1954,Category 1,13.8N,95.1W,75
1954,Category 1,13.6N,95.7W,75
1954,Category 1,13.5N,96.4W,75
1954,Category 1,13.5N,97.0W,75
1954,Category 1,13.6N,97.6W,75
1954,Category 1,13.8N,98.4W,75
1954,Category 1,14.0N,99.2W,75
1954,Category 1,14.3N,100.7W,75
1954,Category 1,14.6N,102.2W,75
1954,Category 1,15.1N,103.3W,75
1954,Category 1,15.6N,104.3W,75
1954,Category 1,16.1N,105.2W,75
1954,Category 1,16.7N,106.1W,75
1954,Category 1,17.5N,107.0W,75
1954,Category 1,18.4N,107.8W,75
1954,Category 1,19.4N,108.5W,75
1954,Category 1,20.4N,109.1W,75
1954,Category 1,21.3N,109.7W,75
1954,Category 1,22.3N,110.3W,75
1954,Category 1,23.5N,111.4W,75
1954,Category 1,24.8N,112.6W,75
1954,Category 1,26.3N,113.1W,75
1954,Category 1,27.9N,113.1W,75
1954,Category 1,18.6N,112.7W,75
1954,Category 1,19.0N,113.8W,75
1954,Category 1,19.2N,115.0W,75
1954,Category 1,19.1N,115.9W,75
1954,Category 1,19.0N,116.6W,75
1954,Category 1,18.9N,117.1W,75
1954,Category 1,18.8N,117.5W,75
1954,Category 1,18.6N,118.2W,75
1954,Category 1,18.3N,118.8W,75
1954,Category 1,17.8N,119.2W,75
1954,Category 1,17.3N,119.7W,75
1954,Category 1,17.0N,120.4W,75
1954,Category 1,16.9N,121.0W,75
1954,Category 1,16.9N,121.5W,75
1954,Category 1,17.0N,121.9W,75
1954,Category 1,17.1N,122.3W,75
1954,Category 1,17.3N,122.7W,75
1954,Category 1,17.5N,123.2W,75
1954,Category 1,17.7N,123.6W,75
1954,Category 1,18.0N,124.1W,75
1954,Category 1,18.2N,124.5W,75
1954,Category 1,18.4N,124.8W,75
1954,Category 1,18.5N,125.1W,75
1954,Category 1,18.7N,125.8W,75
1954,Category 1,18.8N,126.6W,75
1954,Category 1,18.7N,127.3W,75
1954,Category 1,18.6N,127.9W,75
1954,Category 1,18.4N,128.9W,75
1954,Category 1,18.2N,129.9W,75
1954,Category 1,17.9N,131.0W,75
1954,Category 1,17.5N,132.1W,75
1954,TS,17.1N,116.1W,45
1954,TS,17.4N,118.1W,45
1954,TS,17.6N,120.1W,45
1954,TS,17.6N,121.8W,45
1954,TS,17.5N,123.4W,45
1954,TS,17.3N,124.7W,45
1954,TS,17.1N,125.9W,45
1954,TS,17.0N,127.4W,45
1954,TS,16.9N,128.9W,45
1954,TS,16.7N,130.0W,45
1954,TS,16.5N,131.1W,45
1954,TS,16.6N,132.2W,45
1954,TS,17.0N,133.2W,45
1954,TS,17.7N,134.0W,45
1954,TS,18.4N,134.7W,45
1954,TS,18.9N,135.2W,45
1954,TS,19.5N,135.7W,45
1954,TS,20.0N,135.9W,45
1954,TS,20.6N,136.0W,45
1954,TS,21.3N,136.5W,45
1954,TS,21.9N,137.1W,45
1954,TS,22.5N,137.8W,45
1954,TS,23.1N,138.6W,45
1954,TS,23.3N,139.4W,45
1954,TS,23.3N,140.3W,45
1954,TS,23.1N,141.4W,45
1954,TS,22.6N,142.7W,45
1954,TS,21.9N,144.2W,45
1954,TS,21.1N,145.7W,45
1954,TS,19.7N,106.9W,45
1954,TS,19.7N,107.0W,45
1954,TS,19.7N,107.2W,45
1954,TS,19.8N,108.2W,45
1954,TS,20.0N,109.2W,45
1954,TS,20.1N,110.0W,45
1954,TS,20.3N,110.8W,45
1954,TS,21.0N,112.5W,45
1954,TS,22.2N,114.0W,45
1954,TS,23.9N,114.6W,45
1954,TS,25.4N,115.3W,45
1954,TS,25.8N,116.2W,45
1954,TS,26.1N,117.1W,45
1954,TS,26.3N,117.9W,45
1954,TS,26.4N,118.7W,45
1954,TS,19.6N,107.5W,45
1954,TS,20.2N,108.6W,45
1954,TS,20.6N,109.5W,45
1954,TS,20.6N,110.1W,45
1954,TS,20.8N,110.7W,45
1954,TS,21.1N,110.9W,45
1954,TS,21.5N,111.1W,45
1954,TS,22.1N,111.5W,45
1954,TS,22.6N,112.1W,45
1954,TS,22.5N,112.6W,45
1954,TS,22.1N,113.2W,45
1954,TS,21.9N,114.1W,45
1954,TS,21.7N,115.2W,45
1954,TS,21.4N,116.0W,45
1954,TS,21.1N,116.8W,45
1954,TS,21.1N,117.7W,45
1954,TS,21.1N,118.7W,45
1954,TS,21.1N,119.9W,45
1954,TS,21.0N,121.0W,45
1954,TS,20.9N,121.7W,45
1954,TS,20.8N,122.4W,45
1954,TS,21.0N,123.0W,45
1954,TS,21.3N,123.7W,45
1954,TS,21.1N,124.5W,45
1954,TS,20.5N,125.0W,45
1954,TS,17.2N,103.7W,45
1954,TS,17.8N,104.3W,45
1954,TS,18.1N,104.9W,45
1954,TS,18.2N,105.5W,45
1954,TS,18.3N,106.2W,45
1954,TS,18.4N,107.6W,45
1954,TS,18.5N,109.0W,45
1954,TS,19.3N,109.6W,45
1954,TS,20.3N,110.2W,45
1954,TS,20.7N,110.9W,45
1954,TS,21.0N,111.7W,45
1954,TS,21.2N,112.3W,45
1954,TS,21.2N,113.0W,45
1954,TS,21.1N,114.0W,45
1954,TS,20.9N,114.9W,45
1954,TS,20.6N,115.5W,45
1954,TS,20.4N,116.2W,45
1954,TS,20.4N,117.1W,45
1954,TS,20.5N,118.1W,45
1954,TS,20.5N,118.9W,45
1954,TS,20.4N,119.6W,45
1954,TS,20.4N,120.3W,45
1954,TS,20.3N,120.9W,45
1954,TS,20.0N,121.7W,45
1954,TS,19.5N,122.4W,45
1954,TS,19.2N,123.1W,45
1954,TS,18.9N,123.8W,45
1954,Category 1,14.0N,96.0W,75
1954,Category 1,13.6N,96.6W,75
1954,Category 1,13.3N,97.2W,75
1954,Category 1,13.1N,97.9W,75
1954,Category 1,12.9N,98.6W,75
1954,Category 1,12.8N,99.2W,75
1954,Category 1,12.7N,99.8W,75
1954,Category 1,12.7N,100.4W,75
1954,Category 1,12.9N,101.0W,75
1954,Category 1,13.3N,101.4W,75
1954,Category 1,13.7N,101.7W,75
1954,Category 1,13.9N,102.0W,75
1954,Category 1,14.2N,102.2W,75
1954,Category 1,15.0N,102.6W,75
1954,Category 1,15.8N,103.1W,75
1954,Category 1,16.6N,104.1W,75
1954,Category 1,17.1N,105.4W,75
1954,TS,12.9N,95.1W,45
1954,TS,13.1N,93.9W,45
1954,TS,13.6N,93.3W,45
1954,TS,14.0N,92.9W,45
1954,TS,14.4N,92.7W,45
1954,TS,14.7N,92.6W,45
1954,TS,15.1N,92.8W,45
1954,TS,15.6N,93.0W,45
1954,TS,16.2N,93.0W,45
1954,TS,16.8N,93.0W,45
1954,Category 1,12.6N,91.1W,75
1954,Category 1,12.6N,92.0W,75
1954,Category 1,12.6N,92.9W,75
1954,Category 1,12.5N,94.2W,75
1954,Category 1,12.4N,95.6W,75
1954,Category 1,12.8N,96.7W,75
1954,Category 1,13.3N,97.8W,75
1954,Category 1,13.4N,99.0W,75
1954,Category 1,13.5N,100.2W,75
1954,Category 1,13.7N,102.1W,75
1954,Category 1,14.0N,103.9W,75
1954,Category 1,14.1N,104.5W,75
1954,Category 1,14.2N,105.1W,75
1954,Category 1,14.5N,106.1W,75
1954,Category 1,14.9N,107.1W,75
1954,Category 1,15.3N,108.6W,75
1954,Category 1,15.7N,110.1W,75
1954,Category 1,16.1N,111.6W,75
1954,Category 1,16.3N,113.0W,75
1954,Category 1,16.4N,114.3W,75
1954,Category 1,16.6N,115.2W,75
1954,Category 1,16.7N,115.9W,75
1954,Category 1,16.9N,116.6W,75
1954,Category 1,17.4N,117.3W,75
1954,Category 1,18.1N,117.8W,75
1955,Category 1,14.1N,109.1W,75
1955,Category 1,14.3N,109.4W,75
1955,Category 1,14.7N,109.6W,75
1955,Category 1,15.2N,109.5W,75
1955,Category 1,15.6N,109.4W,75
1955,Category 1,16.2N,109.4W,75
1955,Category 1,16.7N,109.4W,75
1955,Category 1,17.0N,109.5W,75
1955,Category 1,17.3N,109.8W,75
1955,Category 1,17.6N,110.4W,75
1955,Category 1,17.8N,111.0W,75
1955,TS,11.4N,109.1W,45
1955,TS,11.7N,109.8W,45
1955,TS,12.2N,110.4W,45
1955,TS,12.6N,110.5W,45
1955,TS,13.1N,110.5W,45
1955,TS,13.5N,110.3W,45
1955,TS,13.8N,110.1W,45
