Year,Category,Latitude,Longitude,Highest Wind Speed
1982,TD,12.0N,106.0W,30
1982,TD,12.3N,105.7W,30
1982,TD,12.5N,105.5W,30
1982,TS,12.8N,105.2W,35
1982,TS,12.9N,104.8W,40
1982,TS,13.2N,104.5W,45
1982,TS,13.4N,104.2W,50
1982,TS,13.7N,104.0W,50
1982,TS,14.1N,103.8W,55
1982,TS,14.4N,103.6W,50
1982,TS,14.5N,103.3W,50
1982,TS,14.6N,102.9W,45
1982,TS,14.7N,102.5W,45
1982,TS,14.8N,102.2W,45
1982,TS,14.8N,101.9W,45
1982,TS,14.8N,101.7W,45
1982,TS,14.8N,101.5W,45
1982,TS,14.7N,101.4W,45
1982,TS,14.5N,101.4W,40
1982,TS,14.4N,101.4W,40
1982,TS,14.2N,101.4W,35
1982,TS,14.1N,101.6W,35
1982,TS,14.0N,101.9W,35
1982,TS,13.9N,102.2W,35
1982,TS,13.9N,102.5W,35
1982,TS,14.0N,102.9W,35
1982,TD,14.2N,103.1W,30
1982,TD,14.5N,103.5W,30
1982,TD,14.7N,103.7W,30
1982,TD,15.0N,103.8W,25
1982,TD,15.2N,103.7W,25
1982,TD,15.3N,103.4W,25
1982,TD,15.4N,103.1W,25
1982,TD,15.5N,102.8W,25
1982,TD,15.7N,102.5W,25
1982,TD,12.8N,105.2W,30
1982,TS,13.1N,105.7W,40
1982,TS,13.3N,106.4W,45
1982,TS,13.4N,107.0W,45
1982,TS,13.5N,107.6W,45
1982,TS,13.6N,108.4W,45
1982,TS,13.6N,109.2W,40
1982,TS,13.5N,110.0W,40
1982,TD,13.4N,110.6W,30
1982,TD,13.0N,107.1W,30
1982,TS,13.6N,107.2W,35
1982,TS,14.0N,107.7W,35
1982,TS,14.3N,108.3W,35
1982,TS,14.7N,109.0W,35
1982,TS,15.0N,109.8W,40
1982,TS,15.6N,110.6W,45
1982,TS,16.3N,111.3W,45
1982,TS,17.0N,111.9W,45
1982,TS,17.8N,112.8W,50
1982,TS,19.0N,114.4W,50
1982,TS,19.8N,115.5W,50
1982,TS,19.9N,116.0W,45
1982,TS,20.0N,116.5W,35
1982,TD,20.0N,117.0W,30
1982,TD,20.2N,117.5W,25
1982,TD,20.5N,117.8W,25
1982,TD,20.8N,118.0W,25
1982,TD,21.4N,118.0W,25
1982,TD,9.2N,98.0W,25
1982,TD,9.5N,98.8W,25
1982,TD,9.8N,99.7W,30
1982,TS,10.1N,100.8W,35
1982,TS,10.3N,101.7W,40
1982,TS,10.5N,102.5W,45
1982,TS,10.7N,103.4W,45
1982,TS,10.9N,104.5W,50
1982,TS,11.1N,105.8W,50
1982,TS,11.4N,107.0W,55
1982,TS,12.0N,108.2W,60
1982,HU,12.8N,109.3W,65
1982,HU,13.3N,110.4W,70
1982,Category 1,13.5N,111.4W,75
1982,Category 1,13.6N,112.5W,85
1982,Category 1,13.8N,113.3W,90
1982,HU,13.9N,113.8W,95
1982,Category 2,14.3N,114.3W,100
1982,Category 2,14.7N,114.9W,100
1982,Category 2,15.1N,115.8W,100
1982,Category 2,15.5N,116.8W,100
1982,Category 1,15.7N,117.8W,90
1982,Category 1,16.0N,118.9W,90
1982,Category 1,16.4N,120.2W,90
1982,Category 1,16.8N,121.6W,90
1982,Category 1,17.0N,122.8W,85
1982,Category 1,17.2N,124.2W,80
1982,Category 1,17.3N,125.5W,75
1982,HU,17.4N,126.7W,70
1982,HU,17.5N,128.0W,65
1982,HU,17.8N,129.4W,65
1982,HU,18.0N,130.7W,65
1982,HU,18.2N,132.0W,65
1982,TS,18.2N,133.4W,60
1982,TS,18.1N,134.8W,55
1982,TS,18.1N,136.0W,50
1982,TS,18.1N,137.4W,45
1982,TS,18.1N,138.8W,40
1982,TS,18.1N,140.0W,35
1982,TS,17.8N,141.6W,35
1982,TS,17.5N,143.1W,35
1982,TS,17.3N,145.1W,35
1982,TS,17.2N,146.5W,35
1982,TS,17.0N,147.8W,40
1982,TS,16.7N,149.2W,35
1982,TS,16.5N,150.4W,35
1982,TS,16.0N,152.0W,35
1982,TS,15.6N,153.1W,35
1982,TS,15.2N,154.2W,35
1982,TS,14.8N,155.4W,35
1982,TS,14.5N,156.5W,35
1982,TD,14.6N,157.5W,30
1982,TD,14.7N,157.7W,30
1982,TD,14.7N,157.7W,30
1982,TD,14.7N,157.7W,30
1982,TD,15.0N,157.8W,30
1982,TD,15.3N,157.7W,30
1982,TD,15.8N,157.5W,25
1982,TD,16.2N,157.3W,25
1982,TD,16.7N,157.1W,25
1982,TD,17.6N,156.7W,25
1982,TD,18.3N,156.5W,25
1982,TD,19.3N,156.2W,25
1982,TD,20.4N,156.0W,25
1982,TD,10.0N,136.5W,30
1982,TS,10.1N,137.8W,35
1982,TS,10.2N,139.1W,35
1982,TS,10.5N,140.5W,35
1982,TS,11.0N,141.9W,40
1982,TS,11.4N,142.8W,45
1982,TS,11.9N,144.1W,50
1982,TS,12.3N,145.3W,55
1982,TS,12.6N,146.3W,55
1982,TS,13.2N,147.7W,55
1982,TS,13.4N,148.2W,50
1982,TS,13.8N,149.6W,35
1982,TD,14.1N,150.5W,30
1982,TD,14.4N,151.4W,25
1982,TD,11.2N,103.2W,25
1982,TD,11.4N,103.5W,30
1982,TS,11.6N,103.8W,35
1982,TS,11.8N,104.1W,40
1982,TS,12.2N,104.4W,45
1982,TS,12.8N,104.8W,55
1982,TS,13.4N,105.4W,60
1982,HU,14.0N,105.9W,65
1982,HU,14.7N,106.6W,65
1982,HU,15.4N,107.4W,70
1982,HU,16.3N,108.3W,70
1982,HU,17.2N,109.2W,70
1982,HU,17.8N,110.4W,65
1982,HU,18.2N,111.7W,65
1982,TS,18.5N,113.1W,60
1982,TS,18.8N,114.2W,55
1982,TS,19.0N,115.2W,50
1982,TS,19.2N,116.2W,45
1982,TS,19.3N,117.3W,40
1982,TS,19.3N,118.1W,40
1982,TS,19.4N,119.1W,35
1982,TD,19.5N,120.1W,30
1982,TD,19.5N,121.0W,30
1982,TD,19.5N,121.9W,30
1982,TD,19.6N,122.8W,30
1982,TD,19.7N,123.8W,30
1982,TD,19.8N,124.9W,30
1982,TD,19.8N,126.0W,30
1982,TD,19.7N,127.1W,25
1982,TD,19.5N,128.2W,25
1982,TD,19.3N,129.4W,25
1982,TD,19.2N,130.6W,25
1982,TD,9.4N,117.3W,30
1982,TD,9.6N,118.0W,30
1982,TS,10.0N,118.7W,35
1982,TS,10.4N,119.4W,45
1982,TS,11.1N,120.1W,50
1982,TS,11.9N,121.2W,55
1982,TS,12.7N,122.5W,60
1982,TS,13.3N,123.8W,60
1982,HU,13.7N,125.3W,65
1982,HU,14.1N,127.0W,70
1982,HU,14.6N,128.7W,70
1982,HU,15.0N,130.4W,70
1982,Category 2,15.2N,132.3W,100
1982,Category 2,15.4N,134.1W,100
1982,Category 3,15.7N,135.8W,110
1982,Category 2,16.0N,137.5W,105
1982,HU,16.5N,139.2W,95
1982,Category 1,16.8N,140.9W,75
1982,TS,17.0N,142.9W,60
1982,TS,17.2N,145.0W,50
1982,TS,17.4N,147.0W,40
1982,TS,17.6N,149.0W,35
1982,TS,17.7N,150.6W,35
1982,TS,17.8N,152.2W,35
1982,TS,18.0N,154.2W,35
1982,TD,18.2N,156.4W,30
1982,TD,18.4N,158.4W,25
1982,TD,18.5N,159.5W,20
1982,TD,11.3N,114.8W,30
1982,TD,11.3N,116.0W,30
1982,TS,11.3N,117.2W,35
1982,TS,11.4N,118.4W,45
1982,TS,11.8N,119.6W,45
1982,TS,12.1N,120.4W,50
1982,TS,12.7N,121.6W,55
1982,HU,13.2N,122.6W,65
1982,HU,14.0N,123.3W,65
1982,HU,15.0N,124.2W,65
1982,HU,16.1N,125.2W,65
1982,HU,17.2N,126.2W,65
1982,TS,18.2N,127.5W,55
1982,TS,18.9N,128.9W,50
1982,TS,19.5N,130.3W,50
1982,TS,19.8N,131.7W,35
1982,TS,20.0N,132.9W,35
1982,TS,20.2N,134.0W,35
1982,TD,20.4N,135.0W,30
1982,TD,20.6N,136.1W,25
1982,TD,20.7N,137.0W,25
1982,TD,20.9N,138.6W,25
1982,TD,11.5N,106.8W,30
1982,TD,11.6N,107.8W,30
1982,TD,11.9N,108.6W,30
1982,TD,12.2N,109.5W,30
1982,TD,12.5N,110.3W,30
1982,TD,12.9N,111.1W,30
1982,TS,13.2N,111.8W,35
1982,TS,13.5N,112.5W,35
1982,TS,14.0N,113.5W,35
1982,TS,14.5N,114.3W,35
1982,TD,14.9N,115.1W,30
1982,TD,15.0N,115.9W,30
1982,TD,15.0N,116.7W,30
1982,TD,14.8N,117.4W,30
1982,TD,14.6N,118.0W,30
1982,TD,14.5N,118.7W,25
1982,TD,14.5N,119.4W,25
1982,TD,14.5N,120.2W,25
1982,TD,14.5N,121.1W,25
1982,TD,14.5N,122.0W,25
1982,TD,14.6N,123.0W,30
1982,TD,14.8N,124.0W,30
1982,TD,14.8N,124.9W,30
1982,TD,14.9N,126.0W,25
1982,TD,14.9N,127.0W,25
1982,TD,15.0N,128.0W,25
1982,TD,15.0N,129.2W,25
1982,TD,15.1N,130.4W,25
1982,TD,15.2N,131.5W,25
1982,TD,15.2N,132.5W,25
1982,TD,9.8N,123.7W,25
1982,TD,10.1N,124.3W,25
1982,TD,10.3N,124.8W,25
1982,TD,10.6N,125.3W,25
1982,TD,10.8N,125.7W,30
1982,TD,11.0N,126.2W,30
1982,TD,11.2N,126.7W,30
1982,TS,11.5N,127.9W,35
1982,TS,11.6N,129.3W,35
1982,TS,11.6N,130.6W,40
1982,TS,11.6N,131.9W,50
1982,TS,11.7N,133.3W,55
1982,HU,11.8N,134.6W,65
1982,Category 1,11.9N,135.9W,75
1982,Category 1,12.1N,137.3W,85
1982,Category 1,12.2N,138.6W,90
1982,Category 1,12.2N,139.9W,90
1982,Category 2,12.3N,141.0W,100
1982,Category 2,12.3N,142.2W,100
1982,Category 2,12.4N,143.3W,100
1982,Category 2,12.4N,144.4W,100
1982,Category 2,12.5N,145.6W,100
1982,Category 2,12.5N,146.7W,100
1982,HU,12.6N,147.4W,95
1982,HU,12.7N,148.9W,70
1982,HU,12.7N,150.6W,70
1982,TS,12.8N,151.5W,50
1982,TS,12.8N,153.2W,50
1982,TS,12.8N,154.3W,35
1982,TS,12.9N,155.0W,35
1982,TD,12.9N,156.1W,30
1982,TD,13.0N,157.0W,30
1982,TD,13.1N,158.1W,30
1982,TD,13.2N,160.0W,30
1982,TD,13.3N,161.4W,30
1982,TD,9.5N,123.7W,30
1982,TD,9.5N,125.4W,30
1982,TS,9.7N,127.0W,35
1982,TS,9.8N,128.7W,45
1982,TS,10.0N,130.5W,55
1982,TS,10.3N,132.0W,55
1982,HU,10.7N,133.5W,65
1982,HU,10.8N,134.9W,65
1982,HU,10.7N,136.5W,65
1982,TS,10.4N,137.9W,60
1982,TS,10.2N,139.6W,55
1982,TS,10.6N,141.5W,55
1982,TS,10.7N,143.7W,45
1982,TS,10.8N,145.8W,45
1982,TS,10.9N,147.9W,45
1982,TS,11.3N,150.0W,45
1982,TS,11.8N,152.2W,50
1982,TS,12.2N,153.2W,50
1982,TS,12.6N,154.4W,50
1982,TS,13.2N,155.4W,55
1982,TS,13.7N,156.4W,60
1982,HU,14.2N,157.0W,70
1982,HU,14.7N,157.3W,65
1982,HU,15.0N,157.5W,65
1982,Category 1,15.3N,157.7W,80
1982,Category 1,15.4N,157.8W,75
1982,Category 1,15.6N,157.9W,75
1982,Category 1,15.8N,158.1W,75
1982,TS,16.6N,158.7W,55
1982,TS,17.1N,159.5W,45
1982,TS,17.5N,160.7W,40
1982,TS,17.6N,161.7W,35
1982,TD,17.7N,162.3W,30
1982,TD,17.9N,163.0W,25
1982,TD,9.8N,110.0W,30
1982,TD,10.1N,111.6W,30
1982,TD,10.8N,112.9W,30
1982,TS,11.2N,114.2W,40
1982,TS,11.8N,115.4W,50
1982,TS,12.3N,116.6W,50
1982,TS,13.2N,117.7W,55
1982,TS,13.8N,118.8W,55
1982,TS,14.4N,120.1W,55
1982,TS,14.7N,121.3W,55
1982,TS,15.0N,122.5W,45
1982,TS,15.3N,123.6W,45
1982,TS,15.4N,124.8W,40
1982,TS,15.5N,126.0W,35
1982,TD,15.5N,127.2W,30
1982,TD,15.5N,128.3W,30
1982,TD,15.8N,129.5W,30
1982,TD,16.0N,130.6W,30
1982,TD,16.2N,132.0W,30
1982,TD,16.7N,133.2W,30
1982,TD,17.1N,134.7W,30
1982,TD,17.3N,135.9W,25
1982,TD,17.7N,136.8W,25
1982,TD,18.0N,137.7W,25
1982,TD,18.3N,138.3W,25
1982,TD,18.7N,139.6W,25
1982,TD,12.5N,107.5W,25
1982,TD,12.8N,108.9W,30
1982,TD,13.1N,110.2W,30
1982,TS,13.6N,111.5W,35
1982,TS,14.4N,112.7W,45
1982,TS,14.6N,114.2W,50
1982,TS,14.8N,115.9W,60
1982,HU,14.8N,117.4W,65
1982,HU,14.8N,118.7W,65
1982,HU,14.9N,120.0W,65
1982,HU,15.0N,121.5W,65
1982,HU,15.1N,122.8W,65
1982,HU,15.2N,124.2W,70
1982,HU,15.4N,125.6W,70
1982,Category 1,15.6N,127.0W,75
1982,Category 1,15.7N,128.6W,75
1982,Category 1,15.8N,130.0W,75
1982,Category 1,15.9N,131.5W,75
1982,Category 1,16.1N,133.0W,75
1982,Category 1,16.1N,134.6W,75
1982,Category 1,16.3N,136.7W,75
1982,HU,17.0N,138.7W,70
1982,HU,17.8N,140.7W,65
1982,TS,18.5N,142.5W,45
1982,TS,19.1N,144.2W,55
1982,TS,20.0N,146.0W,35
1982,TD,21.2N,147.1W,30
1982,TD,23.0N,147.0W,30
1982,TD,24.1N,146.3W,30
1982,TD,25.5N,145.5W,25
1982,TD,27.0N,145.4W,25
1982,TD,29.5N,148.5W,25
1982,TD,11.0N,169.0W,30
1982,TD,11.4N,170.0W,30
1982,TS,11.8N,170.7W,35
1982,TS,12.4N,171.5W,35
1982,TS,13.0N,172.5W,35
1982,TS,13.4N,173.2W,35
1982,TS,13.8N,174.0W,45
1982,TS,13.8N,174.0W,45
1982,TS,13.8N,174.0W,45
1982,TS,13.8N,174.0W,45
1982,TS,14.0N,175.5W,35
1982,TD,13.9N,177.2W,30
1982,TD,13.7N,178.7W,30
1982,TD,13.5N,179.8W,25
1982,TD,10.2N,109.9W,25
1982,TD,10.4N,110.8W,25
1982,TD,10.8N,112.0W,25
1982,TD,11.1N,113.0W,30
1982,TD,11.5N,113.7W,30
1982,TS,11.9N,114.4W,35
1982,TS,12.3N,115.0W,35
1982,TS,12.6N,115.5W,40
1982,TS,12.9N,115.9W,45
1982,TS,13.2N,116.6W,50
1982,TS,13.5N,117.2W,55
1982,TS,13.8N,117.7W,55
1982,TS,14.2N,118.4W,60
1982,HU,14.5N,119.1W,65
1982,HU,14.8N,119.6W,70
1982,Category 1,15.1N,120.3W,75
1982,Category 1,15.5N,120.8W,80
1982,Category 1,16.0N,121.3W,90
1982,Category 1,16.5N,121.6W,90
1982,Category 1,16.9N,121.9W,90
1982,Category 1,17.4N,122.2W,90
1982,Category 1,17.8N,122.3W,85
1982,Category 1,18.3N,122.2W,85
1982,Category 1,18.7N,122.1W,80
1982,Category 1,19.2N,121.8W,75
1982,HU,19.5N,121.7W,70
1982,HU,20.2N,121.5W,65
1982,TS,20.8N,121.3W,55
1982,TS,21.4N,121.2W,50
1982,TS,21.9N,121.0W,40
1982,TS,22.5N,120.8W,35
1982,TD,23.2N,120.4W,30
1982,TD,23.9N,119.8W,25
1982,TD,24.7N,119.3W,25
1982,TD,25.2N,118.5W,25
1982,TD,25.8N,117.8W,25
1982,TD,15.5N,142.5W,30
1982,TS,16.0N,142.3W,35
1982,TS,16.5N,142.2W,40
1982,TS,16.8N,142.0W,40
1982,TS,16.8N,142.0W,40
1982,TS,16.8N,142.0W,40
1982,TS,16.8N,142.0W,40
1982,TS,16.8N,142.0W,40
1982,TS,17.8N,141.5W,35
1982,TS,18.5N,141.2W,35
1982,TS,19.1N,140.7W,35
1982,TS,19.5N,140.3W,35
1982,TD,20.0N,140.0W,30
1982,TD,20.7N,139.6W,25
1982,TD,14.7N,158.0W,30
1982,TS,15.1N,158.3W,35
1982,TS,15.4N,158.4W,35
1982,TS,15.7N,158.7W,40
1982,TS,16.1N,159.0W,35
1982,TS,15.8N,159.4W,35
1982,TS,15.5N,159.6W,35
1982,TS,15.3N,159.8W,35
1982,TS,14.9N,160.0W,35
1982,TS,14.9N,160.0W,35
1982,TD,14.9N,160.0W,30
1982,TD,14.9N,160.0W,30
1982,TD,14.0N,160.7W,30
1982,TD,13.4N,161.5W,30
1982,TD,11.3N,101.7W,30
1982,TD,11.8N,101.9W,30
1982,TS,12.2N,102.1W,35
1982,TS,12.6N,102.4W,40
1982,TS,13.2N,103.0W,50
1982,TS,13.5N,103.5W,60
1982,HU,14.0N,104.0W,65
1982,HU,14.5N,104.7W,65
1982,Category 1,15.0N,105.5W,80
1982,HU,15.4N,106.5W,95
1982,Category 2,16.0N,107.6W,100
1982,Category 3,16.5N,108.7W,115
1982,Category 3,17.1N,110.0W,125
1982,Category 3,17.8N,111.1W,125
1982,Category 3,18.5N,112.4W,125
1982,Category 3,19.3N,114.0W,115
1982,Category 3,20.0N,115.9W,110
1982,Category 2,20.5N,117.8W,100
1982,Category 1,21.1N,119.1W,75
1982,HU,21.7N,120.3W,70
1982,TS,22.3N,121.0W,60
1982,TS,23.4N,122.0W,50
1982,TS,24.7N,122.6W,45
1982,TS,26.0N,123.0W,40
1982,TD,27.3N,122.9W,30
1982,TD,28.4N,122.6W,25
1982,TD,29.3N,122.3W,25
1982,TD,30.0N,122.0W,25
1982,TD,31.0N,121.4W,25
1982,TD,11.7N,90.0W,30
1982,TD,12.2N,90.3W,30
1982,TD,12.6N,90.1W,30
1982,TD,13.0N,90.1W,30
1982,TD,13.4N,90.2W,30
1982,TD,13.9N,90.2W,30
1982,TD,14.2N,90.5W,30
1982,TD,14.2N,91.0W,30
1982,TD,14.0N,91.4W,30
1982,TD,13.9N,92.4W,30
1982,TD,14.1N,93.4W,30
1982,TD,14.4N,94.5W,30
1982,TD,14.5N,95.7W,25
1982,TD,14.3N,96.7W,25
1982,TD,14.1N,97.7W,20
1982,TD,14.0N,98.6W,20
1982,TD,13.8N,99.6W,20
1982,TD,13.6N,100.5W,20
1982,TD,13.5N,101.5W,20
1982,TD,13.4N,102.4W,20
1982,TD,13.3N,103.3W,20
1982,TD,13.3N,104.2W,30
1982,TD,13.5N,104.8W,30
1982,TD,13.8N,105.0W,30
1982,TD,14.2N,105.0W,30
1982,TD,14.4N,105.2W,25
1982,TD,14.6N,105.6W,25
1982,TD,14.7N,105.9W,30
1982,TD,14.7N,106.3W,30
1982,TS,14.8N,106.8W,35
1982,TS,15.0N,107.5W,35
1982,TS,15.4N,108.1W,40
1982,TS,15.8N,108.7W,50
1982,TS,16.0N,109.3W,55
1982,TS,16.1N,109.9W,55
1982,TS,16.4N,110.2W,60
1982,HU,16.8N,110.4W,70
1982,Category 1,17.4N,110.6W,75
1982,Category 1,18.0N,110.7W,80
1982,Category 1,18.6N,110.7W,80
1982,Category 1,19.2N,110.8W,75
1982,Category 1,19.8N,110.6W,75
1982,Category 1,20.5N,110.3W,85
1982,HU,21.5N,110.2W,95
1982,HU,22.5N,109.6W,95
1982,HU,24.3N,109.3W,95
1982,Category 1,25.7N,109.0W,85
1982,TD,12.5N,95.1W,30
1982,TS,12.6N,95.6W,35
1982,TS,12.7N,96.0W,35
1982,TS,12.8N,96.5W,40
1982,TS,12.9N,96.9W,40
1982,TS,13.1N,97.3W,40
1982,TS,13.3N,97.8W,40
1982,TS,13.5N,98.3W,40
1982,TS,13.7N,98.7W,45
1982,TS,14.0N,99.0W,45
1982,TS,14.3N,99.4W,40
1982,TS,14.5N,99.6W,35
1982,TD,14.8N,99.9W,30
1982,TD,15.1N,100.3W,30
1982,TD,15.4N,100.7W,30
1982,TD,15.8N,101.2W,25
1982,TD,16.2N,101.6W,25
1982,TD,16.5N,102.1W,25
1982,TD,16.9N,102.7W,25
1982,TD,17.3N,103.2W,25
1982,TD,17.6N,103.7W,25
1982,TD,17.9N,104.1W,25
1982,TD,18.1N,104.5W,25
1982,TD,18.3N,104.9W,25
1982,TD,18.6N,105.3W,25
1982,TD,9.1N,91.5W,30
1982,TS,9.3N,92.4W,35
1982,TS,9.6N,93.3W,40
1982,TS,9.8N,94.2W,50
1982,HU,10.0N,95.1W,65
1982,HU,10.1N,96.3W,70
1982,Category 1,10.3N,97.5W,75
1982,Category 1,10.5N,98.7W,80
1982,Category 1,10.8N,99.7W,85
1982,Category 1,11.2N,100.9W,85
1982,HU,11.7N,102.0W,95
1982,Category 1,12.0N,103.4W,90
1982,Category 2,12.4N,104.7W,100
1982,Category 2,12.9N,106.0W,100
1982,Category 2,13.3N,107.4W,100
1982,Category 3,13.7N,108.6W,110
1982,Category 3,14.3N,109.8W,110
1982,Category 3,14.7N,110.7W,110
1982,Category 2,15.3N,111.5W,105
1982,Category 2,15.9N,112.3W,100
1982,HU,16.3N,113.1W,95
1982,Category 1,16.6N,113.8W,90
1982,HU,16.7N,114.5W,95
1982,Category 1,16.7N,115.3W,85
1982,Category 1,16.6N,116.0W,75
1982,Category 1,16.6N,116.9W,75
1982,Category 1,16.6N,117.8W,75
1982,Category 1,16.7N,118.7W,75
1982,Category 1,16.7N,119.7W,75
1982,HU,16.7N,121.3W,70
1982,HU,16.7N,122.9W,70
1982,TS,16.8N,124.5W,50
1982,TS,17.0N,126.0W,45
1982,TS,17.3N,127.4W,35
1982,TS,17.4N,128.4W,35
1982,TS,17.6N,129.5W,35
1982,TD,17.9N,130.6W,30
1982,TD,18.3N,131.6W,25
1982,TD,18.6N,132.6W,25
1982,TD,18.8N,133.3W,25
1982,TD,9.4N,103.3W,25
1982,TD,9.3N,105.0W,30
1982,TD,9.1N,106.1W,30
1982,TD,9.2N,107.4W,30
1982,TD,9.3N,108.6W,30
1982,TD,9.5N,109.7W,30
1982,TD,10.3N,111.0W,30
1982,TD,11.2N,112.2W,30
1982,TD,12.4N,113.5W,30
1982,TD,13.3N,114.9W,30
1982,TD,13.8N,116.1W,30
1982,TS,14.2N,117.1W,35
1982,TS,14.7N,118.2W,45
1982,TS,15.0N,119.7W,45
1982,TS,15.1N,121.0W,40
1982,TS,15.2N,122.5W,35
1982,TS,15.3N,123.3W,40
1982,TS,15.5N,124.1W,40
1982,TS,15.9N,124.9W,40
1982,TS,16.7N,125.9W,45
1982,TS,17.3N,126.7W,45
1982,TS,17.9N,127.2W,45
1982,TS,18.4N,127.9W,45
1982,TS,19.0N,128.5W,35
1982,TD,19.7N,129.3W,30
1982,TD,20.3N,129.8W,25
1982,TD,21.0N,130.3W,25
1982,TS,9.7N,166.6W,40
1982,TS,9.7N,166.6W,40
1982,TS,10.9N,166.8W,40
1982,TS,10.8N,166.6W,40
1982,TS,11.4N,166.5W,40
1982,TS,12.1N,165.6W,40
1982,TS,12.7N,164.5W,50
1982,TS,12.9N,164.0W,50
1982,TS,13.3N,163.8W,50
1982,TS,13.6N,163.6W,50
1982,TS,14.0N,163.6W,55
1982,TS,14.4N,163.5W,55
1982,TS,14.5N,163.6W,55
1982,TS,15.0N,163.7W,60
1982,HU,16.2N,164.0W,70
1982,Category 1,17.6N,164.2W,75
1982,Category 1,18.7N,163.8W,75
1982,Category 1,20.1N,162.9W,80
1982,Category 1,21.5N,161.4W,80
1982,Category 1,23.3N,158.4W,80
1982,HU,24.5N,156.0W,70
1982,TS,25.5N,153.9W,55
1982,TS,26.7N,151.7W,45
1983,TD,7.1N,91.5W,25
1983,TD,7.4N,92.7W,25
1983,TD,7.8N,93.8W,30
1983,TS,8.1N,94.7W,40
1983,TS,8.4N,95.5W,45
1983,TS,8.7N,96.7W,45
1983,TS,8.8N,97.7W,45
1983,TS,9.1N,98.7W,50
1983,TS,9.4N,99.4W,55
1983,TS,9.8N,100.2W,55
1983,TS,10.0N,101.0W,55
1983,HU,10.4N,101.8W,65
1983,Category 1,10.8N,102.6W,80
1983,HU,11.4N,103.2W,95
1983,HU,12.0N,103.9W,95
1983,HU,12.5N,104.5W,95
1983,HU,13.0N,105.0W,95
1983,Category 1,13.4N,105.4W,90
1983,Category 1,13.9N,105.9W,85
1983,Category 1,14.4N,106.1W,80
1983,HU,14.8N,106.0W,65
1983,TS,15.2N,105.8W,60
1983,TS,15.8N,105.5W,60
1983,TS,16.5N,105.4W,55
1983,TS,17.4N,105.2W,50
1983,TS,18.2N,105.1W,45
1983,TS,19.2N,105.2W,40
1983,TS,20.2N,105.3W,35
1983,TS,21.2N,105.6W,35
1983,TS,22.3N,105.8W,35
1983,ET,23.4N,106.0W,30
1983,TD,11.2N,93.9W,30
1983,TD,11.2N,95.1W,30
1983,TD,11.2N,96.2W,30
1983,TD,11.2N,97.2W,30
1983,TS,11.1N,98.1W,35
1983,TS,11.0N,99.3W,40
1983,TS,11.0N,100.5W,45
1983,TS,11.0N,101.6W,45
1983,TS,11.0N,102.5W,45
1983,TS,11.1N,103.1W,45
1983,TS,11.3N,103.7W,50
1983,TS,11.5N,104.5W,55
1983,TS,11.9N,105.5W,55
1983,TS,12.2N,106.7W,55
1983,TS,12.5N,107.8W,55
1983,HU,12.9N,109.0W,65
1983,Category 1,13.1N,109.9W,75
1983,Category 1,13.3N,110.4W,75
1983,Category 2,13.4N,111.0W,100
1983,Category 3,13.5N,111.5W,115
1983,Category 3,13.6N,112.2W,115
1983,Category 3,13.7N,112.6W,115
1983,Category 3,13.9N,113.1W,115
1983,Category 2,14.3N,113.6W,105
1983,Category 2,14.7N,113.8W,100
1983,Category 1,15.1N,114.0W,90
1983,Category 1,15.7N,114.1W,90
1983,Category 1,16.4N,114.1W,85
1983,Category 1,17.0N,114.2W,80
1983,HU,17.5N,114.3W,70
1983,HU,18.0N,114.5W,65
1983,TS,18.5N,115.0W,55
1983,TS,18.8N,115.5W,45
1983,TD,19.0N,116.0W,30
1983,TD,19.3N,116.6W,30
1983,TD,19.5N,117.1W,30
1983,TD,19.8N,117.7W,25
1983,TD,20.0N,118.4W,20
1983,TD,10.5N,109.5W,25
1983,TD,10.8N,109.8W,25
1983,TD,11.3N,109.9W,25
1983,TD,11.7N,110.0W,25
1983,TD,12.0N,110.1W,25
1983,TD,12.3N,110.3W,25
1983,TD,12.7N,110.4W,30
1983,TD,13.0N,110.7W,30
1983,TD,14.0N,111.4W,30
1983,TS,14.8N,112.8W,35
1983,TS,15.5N,114.3W,35
1983,TS,16.4N,115.7W,35
1983,TS,16.7N,117.0W,35
1983,TD,17.0N,118.2W,30
1983,TD,17.6N,119.4W,25
1983,TD,12.1N,101.4W,30
1983,TD,12.4N,102.3W,30
1983,TD,12.7N,103.1W,30
1983,TD,13.1N,104.0W,30
1983,TS,13.5N,104.7W,35
1983,TS,13.9N,105.6W,35
1983,TS,14.5N,106.5W,40
1983,TS,15.3N,107.4W,45
1983,TS,16.1N,108.2W,55
1983,TS,16.9N,109.2W,60
1983,TS,18.0N,110.3W,60
1983,TS,18.9N,111.5W,60
1983,TS,19.6N,113.0W,55
1983,TS,20.0N,114.4W,50
1983,TS,20.3N,115.8W,45
1983,TS,20.5N,117.0W,45
1983,TS,20.6N,118.2W,40
1983,TS,20.5N,119.4W,35
1983,TD,20.3N,120.6W,30
1983,TD,20.2N,121.8W,30
1983,TD,20.0N,122.9W,30
1983,TD,19.9N,123.8W,30
1983,TD,19.8N,124.7W,25
1983,TD,19.7N,125.5W,25
1983,TD,19.6N,126.5W,25
1983,TD,19.5N,127.5W,20
1983,TD,10.6N,103.7W,25
1983,TD,10.7N,104.5W,25
1983,TD,10.8N,105.5W,30
1983,TS,11.2N,106.5W,35
1983,TS,11.8N,107.5W,40
